cc,region,name,domain,type,category,language,comment
NG,Abuja,Daily Trust,www.dailytrust.com.ng,NP,GI,ENG,
NG,Abuja,Fresh Facts,www.freshfactsonlinenews.net,NP,GI,ENG,
NG,Abuja,Leadership,leadership.ng,NP,GI,ENG,
NG,Abuja,National Accord,www.nationalaccordnewspaper.com,NP,GI,ENG,
NG,Abuja,Newsday,newsdayngonline.com,NP,GI,ENG,
NG,Abuja,Peoples Daily,www.peoplesdailyng.com,NP,GI,ENG,
NG,Abuja,Sunday Trust,www.dailytrust.com.ng,NP,GI,ENG,
NG,Abuja,Weekly Trust,www.dailytrust.com.ng,NP,GI,ENG,
NG,Owerri,Heatlander,www.theheartlander.com,IN,GI,ENG,
NG,Owerri,Imo State Blog,www.imostateblog.com,IN,GI,ENG,
NG,Owerri,Imo Trumpeta,www.imotrumpeta.com,IN,GI,ENG,
NG,Owerri,Nigerian Horn,www.nigeriahornnewspapers.com,NP,GI,ENG,
NG,Kaduna,Al Mizan,www.almizan.info,NP,GI,HAU,Radio
NG,Kaduna,Desert Herald,desertherald.com,NP,GI,ENG,
NG,Kaduna,Radio Nigeria Kaduna,www.radionigeriakaduna.net,BC,GI,HAU,
NG,Kano,Freedom Radio,www.freedomradionig.com,BC,GI,ENG,Radio
NG,Lokoja,Kogi Reports,www.kogireports.com,IN,GI,ENG,
NG,Ilorin,Herald,www.theheraldnews.info,NP,GI,ENG,
NG,Ilorin,Ilorin,www.ilorin.info,IN,GI,ENG,
NG,Ilorin,Kwara News,www.kwaranews.com,IN,GI,ENG,
NG,Ilorin,Royal Times,royaltimes.net,IN,GI,ENG,
NG,Lagos,Alaroye,www.alaroyeonline.com,NP,GI,YOR,
NG,Lagos,Business Day,businessdayonline.com,NP,BU,ENG,
NG,Lagos,Business World,businessworldng.com,NP,BU,ENG,
NG,Lagos,Channels TV,www.channelstv.com,BC,GI,ENG,TV
NG,Lagos,City 105.1 FM,city1051fm.com,BC,GI,ENG,Radio
NG,Lagos,Complete Sports,completesportsnigeria.com,NP,SP,ENG,
NG,Lagos,Daily Independent,dailyindependentnig.com,NP,GI,ENG,
NG,Lagos,Daily Newswatch,www.mydailynewswatchng.com,NP,GI,ENG,
NG,Lagos,Daily Times,www.dailytimes.com.ng,NP,GI,ENG,
NG,Lagos,EKO FM,www.radiolagosekofm.net,BC,GI,ENG,Radio
NG,Lagos,Galaxy TV,www.galaxytvonline.com,BC,GI,ENG,TV
NG,Lagos,Guardian,www.ngrguardiannews.com,NP,GI,ENG,
NG,Lagos,Hallmark,www.hallmarknews.com,NP,GI,ENG,
NG,Lagos,Nation,thenationonlineng.net,NP,GI,ENG,
NG,Lagos,National Daily,www.nationaldailyng.com,NP,GI,ENG,
NG,Lagos,National Mirror,nationalmirroronline.net,NP,GI,ENG,
NG,Lagos,Nigerian News Direct,www.newsdirectonline.com,NP,GI,ENG,
NG,Lagos,NTA Lagos,www.ntalagoschannel10.net,BC,GI,ENG,TV
NG,Lagos,PM News,www.pmnewsnigeria.com,NP,GI,ENG,
NG,Lagos,Punch,www.punchng.com,NP,GI,ENG,
NG,Lagos,Radio Continental,rc1023.fm,BC,GI,ENG,Radio
NG,Lagos,Radio Nigeria Lagos,www.radionigerialagos.com,BC,GI,ENG,Radio
NG,Lagos,Silverbird TV,silverbirdtv.com,BC,GI,ENG,TV
NG,Lagos,Sun,sunnewsonline.com,NP,GI,ENG,
NG,Lagos,Sunday Newswatch,www.mydailynewswatchng.com,NP,GI,ENG,
NG,Lagos,This Day,www.thisdaylive.com,NP,GI,ENG,
NG,Lagos,TV Continetal,www.tvcontinental.tv,BC,GI,ENG,TV
NG,Lagos,Vanguard,www.vanguardngr.com,NP,GI,ENG,
NG,Abeokuta,OG TV,www.ogtv.com.ng,BC,GI,ENG,TV
NG,Abeokuta,Ogun Radio,www.ogunradio.com,BC,GI,ENG,Radio
NG,Akure,Ondo Events,www.ondoevents.com,IN,GI,ENG,TV
NG,Akure,Ondo News,www.ondonews.com,IN,GI,ENG,
NG,Akure,Ondo TV,BC,GI,ENG,,
NG,Osogbo,Osun Defender,www.osundefender.org,IN,GI,ENG,
NG,Ibadan,News Journal,www.newsjournal.com.ng,NP,GI,ENG,Radio
NG,Ibadan,Nigerian Tribune,www.tribune.com.ng,NP,GI,ENG,
NG,Ibadan,Radio Nigeria Ibadan,www.radionigeriaibadan.com,BC,GI,ENG,
NG,Port Harcourt,National Network,www.nationalnetworkonline.com,NP,GI,ENG,
NG,Port Harcourt,Neighbourhood,theneighbourhoodonline.com,NP,GI,ENG,
NG,Port Harcourt,Newswriter,www.thenewswriterng.com,NP,GI,ENG,
NG,Port Harcourt,Port Harcourt Microscope,www.ph-microscope.com,NP,GI,ENG,
NG,Port Harcourt,Radio Nigeria South South Zone,www.frcnssz.com,BC,GI,ENG,
NG,Port Harcourt,Rivers State Television,www.rstv22.tv,BC,GI,ENG,
NG,Port Harcourt,Tide,www.thetidenewsonline.com,NP,GI,ENG,
RE,National,Antenne Reunion,www.antennereunion.fr,BC,GI,FRA,TV
RE,National,La 1ere,reunion.la1ere.fr,BC,GI,FRA,Radio TV
RE,Foreign,Reunion,www.xn--runion-bva.info,IN,GI,FRA,
RE,National,Le Journal de L'Ile,www.clicanoo.re,NP,GI,FRA,
RE,National,Temoignages,www.temoignages.re,NP,GI,FRA,
RE,National,Imaz Press Reunion,www.ipreunion.com,PA,GI,FRA,
RE,Saint Denis,Le Journal de L'Ile,www.clicanoo.re,NP,GI,FRA,
RE,Saint Denis,Temoignages,www.temoignages.re,NP,GI,FRA,
RW,National,Rwanda Broadcasting Agency,www.rba.co.rw,BC,GI,KIN,Radio TV
RW,National,News of Rwanda,www.newsofrwanda.com,IN,GI,ENG,
RW,National,Rwanda News Wire,rwandawire.com,IN,GI,ENG,
RW,Foreign,Rwandan,www.therwandan.com,IN,GI,ENG,
RW,National,Imvaho Nshya,imvahonshya.co.rw,NP,GI,KIN,
RW,National,Rwanda News Agency,www.rnanews.com,PA,GI,ENG,Also FRA
RW,Kigali,Imvaho Nshya,imvahonshya.co.rw,NP,GI,KIN,
RW,Kigali,New Times,www.newtimes.co.rw,NP,GI,ENG,
RW,Kigali,Rwanda Focus,focus.rw,NP,GI,ENG,
SH,Georgetown,Ascension Island,www.ascension-island.gov.ac,IN,GO,ENG,
SH,Georgetown,Islander,www.the-islander.org.ac,NP,GI,ENG,
SH,Jamestown,Saint FM,www.saint.fm,BC,GI,ENG,Radio
SH,Jamestown,Sentinel,www.sams.sh,NP,GI,ENG,
SH,Jamestown,South Atlantic Media Services,www.sams.sh,IN,GI,ENG,
SH,Jamestown,St. Helena Government,www.sainthelena.gov.sh,IN,GO,ENG,
SH,Jamestown,St. Helena Independent,www.saint.fm,NP,GI,ENG,
SH,Jamestown,St. Helena Online,sthelenaonline.org,IN,GI,ENG,
SH,Edinburgh,Tristan DC,www.tristandc.com,IN,GO,ENG,
SH,Edinburgh,Tristan Times,www.tristantimes.com,IN,GI,ENG,
ST,National,STP Digital,www.stpdigital.net,IN,GI,POR,
ST,National,Tela Non,www.telanon.info,IN,GI,POR,
ST,National,Vitrina,www.vitrina.st,NP,GI,POR,
ST,National,Agencia STP Press,www.stp-press.st,PA,GI,POR,
ST,Sao Tome,Vitrina,www.vitrina.st,NP,GI,POR,
SN,Nationwide,RTS,www.rts.sn,BC,GI,FRA,Radio TV
SN,Nationwide,Actu Sen,www.actusen.com,IN,GI,FRA,
SN,Nationwide,Arenebi,www.arenebi.com,IN,GI,FRA,
SN,Nationwide,Au Senegal,www.au-senegal.com,IN,GI,FRA,
SN,Nationwide,Dakar Actu,www.dakaractu.com,IN,GI,FRA,
SN,Nationwide,Dakar Info,www.dakar-info.com,IN,GI,FRA,
SN,Nationwide,Devoir Citoyen,www.devoircitoyen.fr,IN,GI,FRA,
SN,Nationwide,Google,news.google.com,IN,GI,FRA,
SN,Nationwide,Home View Senegal,www.homeviewsenegal.com,IN,GI,FRA,
SN,Nationwide,IG FM,www.igfm.sn,IN,GI,FRA,
SN,Nationwide,Info Sen,www.infosen.net,IN,GI,FRA,
SN,Nationwide,Journal de Dakar,www.jdd.sn,IN,GI,FRA,
SN,Nationwide,Leral,www.leral.net,IN,GI,FRA,
SN,Nationwide,Leuk Senegal,www.leuksenegal.com,IN,GI,FRA,
SN,Nationwide,Nettali,www.nettali.net,IN,GI,FRA,
SN,Nationwide,Rewmi,www.rewmi.com,IN,GI,FRA,
SN,Nationwide,Sen 24 Heures,www.sen24heures.com,IN,GI,FRA,
SN,Nationwide,Sene News,www.senenews.com,IN,GI,FRA,
SN,Nationwide,Sen 360,www.sen360.com,IN,GI,FRA,
SN,Nationwide,Senegal,www.xn--sngal-bsab.info,IN,GI,FRA,
SN,Nationwide,Senego,senego.com,IN,GI,FRA,
SN,Nationwide,Senetoile,www.senetoile.net,IN,GI,FRA,
SN,Nationwide,Seneweb,www.seneweb.com,IN,GI,FRA,
SN,Nationwide,Xalima,xalimasn.com,IN,GI,FRA,
SN,Nationwide,Le Soleil,www.lesoleil.sn,NP,GI,FRA,
SN,Nationwide,Sud Quotidien,www.sudonline.sn,NP,GI,FRA,
SN,Nationwide,Wal Fadjri,www.walf-groupe.com,NP,GI,FRA,
SN,Nationwide,Agence de Presse Senegalaise,www.aps.sn,PA,GI,FRA,
SN,Dakar,Enquete Plus,www.enqueteplus.com,NP,GI,FRA,
SN,Dakar,La Gazette,www.lagazette.sn,NP,GI,FRA,
SN,Dakar,Le Quotidien,www.lequotidien.sn,NP,GI,FRA,
SN,Dakar,Le Soleil,www.lesoleil.sn,NP,GI,FRA,
SN,Dakar,Sud Quotidien,www.sudonline.sn,NP,GI,FRA,
SN,Dakar,Wal Fadjri,www.walf-groupe.com,NP,GI,FRA,
SC,National,SBC,www.sbc.sc,BC,GI,ENG,Radio TV
SC,National,Nation,www.nation.sc,NP,GI,ENG,
SC,National,Seychelles News Agency,www.seychellesnewsagency.com,PA,GI,ENG,
SC,National,Seychelles News Agency,www.seychellesnewsagency.com,PA,GI,FRA,
SC,Victoria,Le Nouveau Seychelles Weekly,www.seychellesweekly.com,NP,GI,ENG,Also CRS
SC,Victoria,Nation,www.nation.sc,NP,GI,ENG,
SC,Victoria,People,www.thepeople.sc,NP,GI,ENG,
SL,National,Sierra Leone Broadcasting,www.slbc.sl,BC,GI,ENG,Radio TV
SL,National,All Peoples Communication,www.apctimes.com,IN,GI,ENG,
SL,National,Cocorioko,cocorioko.info,IN,GI,ENG,
SL,National,Critique Echo Newspaper,www.critiqueecho.com,IN,GI,ENG,
SL,National,Expo Times,www.expotimesonline.net,IN,GI,ENG,
SL,National,KTV Sierra Leone,www.ktvsl.com,IN,GI,ENG,
SL,National,Makoni Times,makonitimes.com,IN,GI,ENG,
SL,National,My Sierra Leone Online,mysierraleoneonline.com,IN,GI,ENG,
SL,National,New People,www.thenewpeople.com,IN,GI,ENG,
SL,National,New Rising Sun,thenewrisingsun.net,IN,GI,ENG,
SL,National,Palm Tree Reports,www.palmtreereports.com,IN,GI,ENG,
SL,National,Patriotic Vanguard,www.thepatrioticvanguard.com,IN,GI,ENG,
SL,National,Republic of Sierra Leone,www.statehouse.gov.sl,IN,GO,ENG,
SL,National,Salone Monitor,www.salonemonitor.net,IN,GI,ENG,
SL,National,Salone Post,salonepost.com,IN,GI,ENG,
SL,National,Salone Today,www.salonetoday.com,IN,GI,ENG,
SL,National,Sierra Herald,www.sierraherald.com,IN,GI,ENG,
SL,National,Sierra Leone 365,www.sierraleone365.com,IN,GI,ENG,
SL,National,Sierra Leone News,www.sierraleonenews.net,IN,GI,ENG,
SL,National,Sierra Leone Press,www.sierraleonepress.com,IN,GI,ENG,
SL,National,Sierra Leone Public Opinion,slpublicopinion.wordpress.com,IN,GI,ENG,
SL,National,Sierra Leone Telegraph,www.thesierraleonetelegraph.com,IN,GI,ENG,
SL,National,Sierra Leone Times,www.sierraleonetimes.com,IN,GI,ENG,
SL,National,Swit Salone,www.switsalone.com,IN,GI,ENG,
SL,National,This Is Sierra Leone,www.thisissierraleone.com,IN,GI,ENG,
SL,National,Awoko,awoko.org,NP,GI,ENG,
SL,National,Concord Times,slconcordtimes.com,NP,GI,ENG,
SL,National,Standard Times Press,standardtimespress.org,NP,GI,ENG,
SL,Koidu Town,Voice of Binkongoh,www.voice-of-binkongoh.info,BC,GI,ENG,Radio
SL,Freetown,Awareness Times,www.news.sl,NP,GI,ENG,
SL,Freetown,Awoko,awoko.org,NP,GI,ENG,
SL,Freetown,Concord Times,slconcordtimes.com,NP,GI,ENG,
SL,Freetown,Cotton Tree,www.cottontreenews.org,BC,GI,ENG,Radio
SL,Freetown,Global Times,www.globaltimes-sl.com,NP,GI,ENG,
SL,Freetown,New Citizen,newctzen.com,NP,GI,ENG,
SL,Freetown,Owl,owlpressonline.com,NP,GI,ENG,
SL,Freetown,Politico,politicosl.com,NP,GI,ENG,
SL,Freetown,Premier News,www.premiermedia.sl,NP,GI,ENG,
SL,Freetown,Radio Democracy,radiodemocracy.sl,BC,GI,ENG,Radio
SL,Freetown,Salone Reporter,www.salonereporter.net,NP,GI,ENG,
SL,Freetown,Salone Times,salonetimespress.com,NP,GI,ENG,
SL,Freetown,Sierra Express Media,www.sierraexpressmedia.com,NP,GI,ENG,
SL,Freetown,Standard Times Press,standardtimespress.org,NP,GI,ENG,
SO,Foreign,Somali Public Radio,spr.fm,BC,GI,SOM,Radio Also ENG
SO,National,Africa Sports,www.africasports.net,IN,SP,ENG,Also SOM
SO,National,Diplomat News Network,diplomat.so,IN,GI,ENG,
SO,National,Somalia One,somaliaone.net,IN,GI,SOM,Also ENG
SO,National,Waayaha,www.aayaha.net,IN,GI,SOM,Also ENG
SO,Foreign,All Somali,www.allsomali.com,IN,GI,SOM,Also ENG
SO,Foreign,Banadir,www.banadir.com,IN,GI,ENG,Also SOM
SO,Foreign,Banadir City,www.markacadey.net,IN,GI,SOM,Also ENG
SO,Foreign,Ceel Qaboobe,www.ceelqaboobe.com,IN,GI,SOM,
SO,Foreign,Hiraan Online,www.hiiraan.com,IN,GI,SOM,Also ENG
SO,Foreign,Somali Press,www.somalipress.com,IN,GI,ENG,
SO,Foreign,Wardheer News,www.wardheernews.com,IN,GI,SOM,
SO,National,Jamhuuriya,www.jamhuuriya.info,NP,GI,SOM,Also ENG
SO,National,Somali Press,www.somalipress.com,NP,GI,SOM,
SO,Mogadishu,Radio Banadir,www.radiobanadir.com,BC,GI,SOM,Radio
SO,Mogadishu,Radio Muqdisho,www.radiomuqdisho.net,BC,GI,SOM,Radio
SO,Mogadishu,GBC,www.gbcsomtv.com,BC,GI,SOM,Radio TV Also ENG
SO,Boosaaso,SBC,allsbc.com,BC,GI,SOM,Radio TV
SO,Garowe,All Puntland,www.allpuntland.com,IN,GI,SOM,
SO,Garowe,Garowe Online,www.garoweonline.com,IN,GI,ENG,
SO,Garowe,Puntland I,puntlandi.com,IN,GI,ENG,
SO,Garowe,Puntland I,puntlandi.com,IN,GI,SOM,
SO,Garowe,Puntland News 24,puntlandnews24.com,IN,GI,SOM,Also ENG
SO,Garowe,Puntland Post,www.puntlandpost.com,IN,GI,SOM,Also ENG
SO,Hargeisa,Afrol Somaliland,www.afrol.com,IN,GI,ENG,
SO,Hargeisa,Haatuf,haatuf.net,NP,GI,SOM,
SO,Hargeisa,Jamhuuriya,www.jamhuuriya.info,NP,GI,SOM,
SO,Hargeisa,Somaliland Press,somalilandpress.com,IN,GI,ENG,
SO,Hargeisa,Somaliland Sun,www.somalilandsun.com,IN,GI,ENG,
SO,Hargeisa,Somaliland Times,www.somalilandtimes.net,NP,GI,ENG,
ZA,National,ANN7,www.ann7.com,BC,GI,ENG,TV
ZA,National,Business Day TV,www.businessdaytv.co.za,BC,GI,ENG,TV
ZA,National,Channel Africa,www.channelafrica.co.za,BC,GI,ENG,Radio
ZA,National,eNews Channel Africa,www.enca.com,BC,GI,ENG,TV
ZA,National,SAfm,www.sabc.co.za,BC,GI,ENG,Radio
ZA,National,SABC,www.sabc.co.za,BC,GI,ENG,Radio TV
ZA,National,Super Sport,www.supersport.com,BC,SP,ENG,TV
ZA,National,Buzz South Africa,buzzsouthafrica.com,IN,GI,ENG,
ZA,National,Daily Maverick,www.dailymaverick.co.za,IN,GI,ENG,
ZA,National,Eye Witness News,ewn.co.za,IN,GI,ENG,
ZA,National,Good News,www.sagoodnews.co.za,IN,GI,ENG,
ZA,National,Google,news.google.com,IN,GI,ENG,
ZA,National,I Africa,www.iafrica.com,IN,GI,ENG,
ZA,National,In the News,www.inthenews.co.za,IN,GI,ENG,
ZA,National,IOL,www.iol.co.za,IN,GI,ENG,
ZA,National,Koerant,www.koerant.co.za,IN,GI,AFR,
ZA,National,Netwerk 24,www.netwerk24.com,IN,GI,AFR,
ZA,National,News,www.news.co.za,IN,GI,ENG,
ZA,National,News 24,www.news24.com,IN,GI,ENG,
ZA,National,Newspapers,www.newspapers.co.za,IN,GI,ENG,
ZA,National,Politics Web,www.politicsweb.co.za,IN,GI,ENG,
ZA,National,Polity,www.polity.org.za,IN,GI,ENG,
ZA,National,South Africa,www.southafrica.info,IN,GI,ENG,
ZA,National,South Africa Good News,www.sagoodnews.co.za,IN,GI,ENG,
ZA,National,South Africa Today,southafricatoday.net,IN,GI,ENG,
ZA,National,Sport 24,www.sport24.co.za,IN,SP,ENG,
ZA,Foreign,Expatica,www.expatica.com,IN,GI,ENG,
ZA,Foreign,South Africa 2 Day,www.southafrica2day.com,IN,GI,ENG,
ZA,National,Financial Mail,www.financialmail.co.za,MG,BU,ENG,
ZA,National,Noseweek,www.noseweek.co.za,MG,GI,ENG,
ZA,National,Business Report,www.iol.co.za,NP,BU,ENG,
ZA,National,City Press,www.citypress.co.za,NP,GI,ENG,
ZA,National,Mail and Guardian,mg.co.za,NP,GI,ENG,
ZA,National,Rapport,www.rapport.co.za,NP,GI,AFR,
ZA,National,Sake,www.sake24.com,NP,BU,AFR,
ZA,National,SAPA,www.sapa.org.za,PA,GI,ENG,
ZA,Cala,Isolomzi Express,isoexpress.co.za,NP,GI,ENG,Also XHO
ZA,East London,Dispatch,www.dispatchlive.co.za,NP,GI,ENG,
ZA,East London,East London Express,www.eastlondonexpress.co.za,NP,GI,ENG,Also AFR
ZA,Grahamstown,Grocott's Mail,www.grocotts.co.za,NP,GI,ENG,
ZA,Jeffreys Bay,J Bay News,www.jbaynews.com,IN,GI,ENG,
ZA,Kouga,Kouga Express,www.kougaexpress.co.za,NP,GI,ENG,Also AFR
ZA,Mthatha,Mthatha Express,mthathaexpress.co.za,NP,GI,ENG,
ZA,Port Alfred,Announcer,www.theannouncer.co.za,IN,GI,ENG,
ZA,Port Alfred,Sunshine Coast Express,www.sunshinecoastexpress.co.za,NP,GI,ENG,Also AFR
ZA,Port Elizabeth,Herald,www.heraldlive.co.za,NP,GI,ENG,
ZA,Port Elizabeth,Port Elizabeth Express,www.pe-express.co.za,NP,GI,ENG,Also AFR
ZA,Port Elizabeth,Sport Elizabeth,www.sportelizabeth.co.za,NP,GI,ENG,
ZA,Port Elizabeth,Weekend Post,theweekendpost.com,NP,GI,ENG,
ZA,St. Francis Bay,St. Francis Chronicle,stfrancischronicle.com,NP,GI,ENG,
ZA,St. Francis Bay,St. Francis Village News,www.stfrancisvillagenews.com,IN,GI,ENG,
ZA,Uitenhage,Uitenhage Despatch Nuus News,www.ud-news.co.za,NP,GI,AFR,Also ENG
ZA,Bloemfontein,Die Volksblad,www.volksblad.com,NP,GI,AFR,Radio Also AFR
ZA,Bloemfontein,OFM,www.ofm.co.za,BC,GI,ENG,
ZA,Alberton,Alberton Record,albertonrecord.co.za,NP,GI,ENG,
ZA,Alexandra,Alex News,alexnews.co.za,NP,GI,ENG,
ZA,Bedfordview,Bedfordview Edenvale News,bedfordviewedenvalenews.co.za,NP,GI,ENG,
ZA,Benoni,Benoni City Times,benonicitytimes.co.za,NP,GI,ENG,Also AFR
ZA,Boksburg,Boksburg Advertiser,boksburgadvertiser.co.za,NP,GI,ENG,Also AFR
ZA,Brakpan,Brakpan Herald,brakpanherald.co.za,NP,GI,ENG,Also AFR
ZA,Carletonville,Carletonville Fochville Herald,www.carletonvilleherald.com,NP,GI,AFR,Also ENG
ZA,Centurion,Rekord Centurion,rekordcenturion.co.za,NP,GI,AFR,Also ENG
ZA,Fourways,Fourways Review,fourwaysreview.co.za,NP,GI,ENG,
ZA,Germiston,Germiston City News,germistoncitynews.co.za,NP,GI,ENG,Also AFR
ZA,Heidelberg,Heidelberg Nigel Heraut,www.heidelbergnigelheraut.co.za,NP,GI,AFR,Also ENG
ZA,Johannesburg,702coza,www.702.co.za,BC,GI,ENG,Radio
ZA,Johannesburg,Beeld,www.beeld.com,NP,GI,AFR,
ZA,Johannesburg,Business Day,www.bdlive.co.za,NP,BU,ENG,
ZA,Johannesburg,Business Report,www.iol.co.za,NP,BU,ENG,
ZA,Johannesburg,Citizen,citizen.co.za,NP,GI,ENG,
ZA,Johannesburg,City Press,www.citypress.co.za,NP,GI,ENG,
ZA,Johannesburg,Gauteng Business News,www.gbn.co.za,IN,BU,ENG,
ZA,Johannesburg,Mail and Guardian,mg.co.za,NP,GI,ENG,
ZA,Johannesburg,New Age,www.thenewage.co.za,NP,GI,ENG,
ZA,Johannesburg,Rapport,www.rapport.co.za,NP,GI,AFR,
ZA,Johannesburg,Sowetan,www.sowetanlive.co.za,NP,GI,ENG,
ZA,Johannesburg,Star,www.iol.co.za,NP,GI,ENG,
ZA,Johannesburg,Sunday Independent,www.iol.co.za,NP,GI,ENG,
ZA,Johannesburg,Sunday World,www.sundayworld.co.za,NP,GI,ENG,
ZA,Johannesburg,Times,www.timeslive.co.za,NP,GI,ENG,
ZA,Johannesburg (Central),City Buzz,citybuzz.co.za,NP,GI,ENG,
ZA,Johannesburg (East),African Reporter,africanreporter.co.za,NP,GI,ENG,
ZA,Johannesburg (East),Joburg East Express,joburgeastexpress.co.za,NP,GI,ENG,
ZA,Johannesburg (East),North Eastern Tribune,northeasterntribune.co.za,NP,GI,ENG,
ZA,Johannesburg (South),Comaro Chronicle,comarochronicle.co.za,NP,GI,ENG,
ZA,Kempton Park,Kempton Express,kemptonexpress.co.za,NP,GI,ENG,
ZA,Krugersdorp,Krugersdorp News,krugersdorpnews.co.za,NP,GI,ENG,
ZA,Lenasia,Lenasia Times,www.lenasia-times.co.za,NP,GI,ENG,
ZA,Lenasia,Lenz Info,www.lenzinfo.co.za,IN,GI,ENG,
ZA,Lenasia,Rising Sun Lenasia,www.risingsunlenasia.co.za,NP,GI,ENG,
ZA,Midrand,Midrand Reporter,midrandreporter.co.za,NP,GI,ENG,
ZA,Northcliff,Northcliff Melville Times,northcliffmelvilletimes.co.za,NP,GI,ENG,
ZA,Pretoria,Pretoria News,www.iol.co.za,NP,GI,ENG,
ZA,Pretoria,Society News,societynews.co.za,IN,GI,ENG,
ZA,Pretoria (East),Pretoria East Rekord,rekordeast.co.za,NP,GI,AFR,Also ENG
ZA,Randburg,Randburg Sun,randburgsun.co.za,NP,GI,ENG,
ZA,Sandton,Sandton,sandtonmag.co.za,MG,GI,ENG,
ZA,Sandton,Sandton Chronicle,sandtonchronicle.co.za,NP,GI,ENG,
ZA,Vanderbijlpark,Sedibeng Ster,sedibengster.com,NP,GI,AFR,Also ENG
ZA,Vanderbijlpark,Vaal Weekblad,www.vaalweekblad.com,NP,GI,AFR,
ZA,Vanderbijlpark,Vaal Weekly,www.vaalweekly.com,NP,GI,ENG,
ZA,Amanzimtoti,South Coast Sun,southcoastsun.co.za,NP,GI,ENG,
ZA,Ballito,Ballito Fever,www.ballito-fever.co.za,NP,GI,ENG,
ZA,Ballito,Ballito News,www.ballitonews.co.za,IN,GI,ENG,
ZA,Ballito,Bugle,www.thebugle.co.za,MG,GI,ENG,
ZA,Ballito,Life and Style,www.lifestyleads.co.za,MG,GI,ENG,
ZA,Berea,Berea Mail,bereamail.co.za,NP,GI,ENG,
ZA,Chatsworth,Chatsworth Tabloid,tabloidmedia.co.za,NP,GI,ENG,
ZA,Chatswoth,Rising Sun Chatsworth,risingsunchatsworth.co.za,NP,GI,ENG,
ZA,Durban,Daily News,www.iol.co.za,NP,GI,ENG,
ZA,Durban,Durban News,www.durbannews.co.za,IN,GI,ENG,
ZA,Durban,East Coast Radio,www.ecr.co.za,BC,GI,ENG,Radio
ZA,Durban,Ilanga,www.ilanganews.co.za,NP,GI,ZUL,Also ENG
ZA,Durban,Independent on Saturday,www.iol.co.za,NP,GI,ENG,
ZA,Durban,Isolezwe,www.iol.co.za,NP,GI,ZUL,
ZA,Durban,Kwazulu Natal Business News,www.kbn.co.za,IN,GI,ENG,
ZA,Durban,Mercury,www.iol.co.za,NP,GI,ENG,
ZA,Durban,Post,www.iol.co.za,NP,ET,ENG,Indian
ZA,Durban,Sunday Tribune,www.iol.co.za,NP,GI,ENG,
ZA,Durban,Tabloid Newspapers,tabloidmedia.co.za,IN,GI,ENG,
ZA,Durban (Southlands),Southlands Sun,southlandssun.co.za,NP,GI,ENG,
ZA,Empangeni,Zululand Observer,zululandobserver.co.za,NP,GI,ENG,
ZA,Greytown,Greytown Gazette,www.greytown.co.za,NP,GI,ENG,
ZA,Kwa Mashu,Ethekwini Times,tabloidmedia.co.za,NP,GI,ZUL,
ZA,La Lucia,Northern Star,tabloidmedia.co.za,NP,GI,ENG,
ZA,Ladysmith,Ladysmith Gazette,ladysmithgazette.co.za,NP,GI,ENG,
ZA,Ladysmith,Ladysmith Herald,tabloidmedia.co.za,NP,GI,ENG,
ZA,Newcastle,Newcastle Advertiser,newcastleadvertiser.co.za,NP,GI,ENG,
ZA,Newcastle,Newcastle Express,tabloidmedia.co.za,NP,GI,ENG,
ZA,Phoenix,Phoenix Tabloid,tabloidmedia.co.za,NP,GI,ENG,
ZA,Pietermaritzburg,Maritzburg Fever,www.pmbfever.co.za,NP,GI,ENG,
ZA,Pietermaritzburg,Maritzburg Sun,maritzburgsun.co.za,NP,GI,ENG,
ZA,Pietermaritzburg,Witness,www.witness.co.za,NP,GI,ENG,
ZA,Pinetown,Highway Mail,highwaymail.co.za,NP,GI,ENG,
ZA,Port Shepstone,South Coast Herald,southcoastherald.co.za,NP,GI,ENG,
ZA,The Bluff,Southern Star,tabloidmedia.co.za,NP,GI,ENG,
ZA,Umhlanga,Northglen News,northglennews.co.za,NP,GI,ENG,
ZA,Umhlanga,Umhlanga News,www.umhlanganews.co.za,IN,GI,ENG,
ZA,Umlazi,Umlazi Times,tabloidmedia.co.za,NP,GI,ZUL,
ZA,Westville,Weekly Gazette Westville,tabloidmedia.co.za,NP,GI,ENG,
ZA,Makhado - Louis,Mirror,www.zoutnet.co.za,NP,GI,ENG,
ZA,Makhado - Louis,Zoutpansberger,www.zoutnet.co.za,NP,GI,AFR,
ZA,PhalaboraåÊ- Palabora,Palabora Hoedspruit Herald,www.herald.co.za,NP,GI,ENG,Also AFR
ZA,Polokwane,Polokwane Express,polokwaneexpress.co.za,NP,GI,ENG,
ZA,Polokwane,Polokwane Observer,www.observer.co.za,NP,GI,ENG,Also AFR
ZA,Thabazimbi,Die Kwevoel,www.kwevoel.co.za,NP,GI,AFR,Also ENG
ZA,Tzaneen,Letaba Herald,www.herald.co.za,NP,GI,AFR,Also ENG
ZA,Tzaneen,Mopani News,www.herald.co.za,NP,GI,ENG,
ZA,Nelspruit,Laevelder Lowvelder,lowvelder.co.za,NP,GI,AFR,Also ENG
ZA,Shongwe Mission,Nkomazi Voice,www.nkomazivoice.com,NP,GI,ENG,
ZA,Hartbeespoort,Kormorant,www.kormorant.co.za,NP,GI,AFR,Also ENG
ZA,Potchefstroom,Potchefstroom Herald,www.potchefstroomherald.co.za,NP,GI,AFR,
