"cc3","cc","domain","rtt"
"ZAF","ZA","www.kwevoel.co.za",2
"TGO","TG","www.editogo.tg",2
"ZAF","ZA","www.southafrica.info",18
"MOZ","MZ","www.rm.co.mz",8
"AGO","AO","www.portalangop.co.ao",4
"ZAF","ZA","ewn.co.za",64
"ZAF","ZA","www.pe-express.co.za",19
"ZAF","ZA","www.kwevoel.co.za",26
"ZAF","ZA","www.dieburger.com",2
"TUN","TN","www.essahafa.info.tn",4
"ZAF","ZA","www.vaalweekblad.com",20
"ZAF","ZA","www.peoplespost.co.za",5
"ZAF","ZA","www.dieburger.com",22
"TUN","TN","www.essahafa.info.tn",19
"ZAF","ZA","www.sportelizabeth.co.za",23
"ZAF","ZA","www.peoplespost.co.za",23
"TUN","TN","www.gnet.tn",15
"ZMB","ZM","www.talk90point5.co.zm",1
"ZAF","ZA","www.volksblad.com",19
"ZAF","ZA","www.hermanustimes.co.za",27
"ZAF","ZA","www.pmbfever.co.za",2
"ZAF","ZA","www.districtmail.com",30
"ZAF","ZA","www.weslander.co.za",31
"ZAF","ZA","www.ilanganews.co.za",6
"ZAF","ZA","www.sport24.co.za",5
"ZAF","ZA","www.702.co.za",41
"ZAF","ZA","www.beeld.com",19
"ZAF","ZA","www.sunshinecoastexpress.co.za",2
"ZAF","ZA","www.politicsweb.co.za",31
"ZAF","ZA","www.netwerk24.com",2
"TUN","TN","www.lapresse.tn",16
"ZAF","ZA","www.witness.co.za",2
"ZAF","ZA","www.ilanganews.co.za",28
"ZAF","ZA","www.sportelizabeth.co.za",22
"ZAF","ZA","www.702.co.za",30
"MAR","MA","www.leseco.ma",161
"ZAF","ZA","www.supersport.com",30
"ZAF","ZA","mthathaexpress.co.za",24
"ZAF","ZA","www.polity.org.za",35
"MWI","MW","www.manaonline.gov.mw",137
"ZAF","ZA","isoexpress.co.za",2
"ZAF","ZA","www.zoutnet.co.za",40
"BDI","BI","www.netpress.bi",1
"ZAF","ZA","www.theannouncer.co.za",2
"ZAF","ZA","mthathaexpress.co.za",18
"ZAF","ZA","www.polity.org.za",43
"ZAF","ZA","www.eastlondonexpress.co.za",40
"ZAF","ZA","isoexpress.co.za",20
"ZAF","ZA","www.zoutnet.co.za",28
"ZAF","ZA","www.news24.com",18
"ZAF","ZA","www.capetalk.co.za",54
"ZAF","ZA","www.thebugle.co.za",33
"ZAF","ZA","www.gbn.co.za",17
"ZAF","ZA","www.potchefstroomherald.co.za",48
"ZAF","ZA","sedibengster.com",19
"ZAF","ZA","www.news24.com",4
"BWA","BW","www.dailynews.gov.bw",4
"ZAF","ZA","www.kbn.co.za",25
"ZAF","ZA","www.carletonvilleherald.com",53
"ZAF","ZA","www.georgeherald.com",66
"ZAF","ZA","www.rapport.co.za",3
"LSO","LS","www.lena.gov.ls",29
"ZAF","ZA","www.edenexpress.co.za",1
"SYC","SC","www.sbc.sc",6
"ZAF","ZA","www.newspapers.co.za",87
"ZAF","ZA","www.kbn.co.za",39
"ZAF","ZA","www.cbn.co.za",25
"ZAF","ZA","www.georgeherald.com",57
"MAR","MA","bayanealyaoume.press.ma",161
"ZAF","ZA","www.edenexpress.co.za",1
"ZAF","ZA","citizen.co.za",20
"ZAF","ZA","www.noseweek.co.za",41
"BWA","BW","www.sundaystandard.info",5
"ZAF","ZA","www.cbn.co.za",54
"MDG","MG","www.lagazette-dgi.com",2
"ZAF","ZA","www.greytown.co.za",4
"ZAF","ZA","citizen.co.za",43
"ZAF","ZA","www.observer.co.za",19
"ZAF","ZA","www.citypress.co.za",2
"ZAF","ZA","www.tygerburger.co.za",23
"ZAF","ZA","www.grocotts.co.za",39
"ZAF","ZA","www.eikestadnuus.co.za",27
"MOZ","MZ","www.jornalnoticias.co.mz",37
"ZAF","ZA","www.observer.co.za",14
"ZAF","ZA","polokwaneexpress.co.za",27
"ZAF","ZA","www.kougaexpress.co.za",3
"ZAF","ZA","www.cxpress.co.za",3
"ZAF","ZA","www.ud-news.co.za",20
"ZAF","ZA","www.sake24.com",28
"ZAF","ZA","landbou.com",24
"ZAF","ZA","www.paarlpost.co.za",3
"ZAF","ZA","www.kougaexpress.co.za",23
"TGO","TG","www.editogo.tg",213
"ZAF","ZA","www.southafrica.info",50
"MOZ","MZ","www.rm.co.mz",47
"CMR","CM","crtv.cm",132
"ZAF","ZA","ewn.co.za",59
"ZAF","ZA","www.pe-express.co.za",18
"ZAF","ZA","www.kwevoel.co.za",21
"ZAF","ZA","www.dieburger.com",19
"TUN","TN","www.essahafa.info.tn",15
"ZAF","ZA","www.vaalweekblad.com",31
"ZAF","ZA","www.southafrica.info",26
"ZAF","ZA","www.pe-express.co.za",56
"ZAF","ZA","www.dieburger.com",4
"TUN","TN","www.essahafa.info.tn",5
"ZAF","ZA","www.peoplespost.co.za",27
"TUN","TN","www.gnet.tn",9
"ZMB","ZM","www.talk90point5.co.zm",1
"ZAF","ZA","www.volksblad.com",30
"ZAF","ZA","www.hermanustimes.co.za",5
"ZAF","ZA","www.pmbfever.co.za",38
"MWI","MW","www.capitalradiomalawi.com",6
"DZA","DZ","www.carrefourdalgerie.com",71
"ZAF","ZA","www.weslander.co.za",38
"ZAF","ZA","www.hermanustimes.co.za",2
"ZAF","ZA","www.sport24.co.za",11
"ZAF","ZA","www.702.co.za",26
"ZAF","ZA","www.beeld.com",31
"ZAF","ZA","www.sunshinecoastexpress.co.za",31
"ZAF","ZA","www.politicsweb.co.za",42
"ZAF","ZA","www.netwerk24.com",1
"ZAF","ZA","www.districtmail.com",30
"TUN","TN","www.lapresse.tn",4
"ZAF","ZA","www.witness.co.za",2
"ZAF","ZA","www.ilanganews.co.za",22
"ZAF","ZA","www.sport24.co.za",43
"ZAF","ZA","www.702.co.za",210
"ZAF","ZA","www.supersport.com",21
"ZAF","ZA","mthathaexpress.co.za",3
"ZAF","ZA","www.politicsweb.co.za",32
"MWI","MW","www.manaonline.gov.mw",16
"TUN","TN","www.lapresse.tn",15
"ZAF","ZA","isoexpress.co.za",4
"ZAF","ZA","www.zoutnet.co.za",1
"ZAF","ZA","www.theannouncer.co.za",7
"ZAF","ZA","mthathaexpress.co.za",23
"ZAF","ZA","www.polity.org.za",4
"ZAF","ZA","www.eastlondonexpress.co.za",19
"ZAF","ZA","isoexpress.co.za",5
"ZAF","ZA","www.zoutnet.co.za",41
"ZAF","ZA","www.news24.com",1
"ZAF","ZA","www.jbaynews.com",52
"ZAF","ZA","www.capetalk.co.za",63
"ZAF","ZA","www.thebugle.co.za",30
"ZAF","ZA","www.gbn.co.za",9
"ZAF","ZA","www.potchefstroomherald.co.za",24
"ZAF","ZA","sedibengster.com",25
"ZAF","ZA","www.news24.com",3
"BWA","BW","www.dailynews.gov.bw",7
"ZAF","ZA","www.kbn.co.za",2
"ZAF","ZA","www.carletonvilleherald.com",34
"ZAF","ZA","www.georgeherald.com",3
"ZAF","ZA","www.rapport.co.za",20
"NAM","NA","www.nampa.org",3
"ZAF","ZA","www.newspapers.co.za",27
"ZAF","ZA","www.kbn.co.za",21
"ZAF","ZA","www.cbn.co.za",22
"ZAF","ZA","www.georgeherald.com",33
"MAR","MA","bayanealyaoume.press.ma",150
"ZAF","ZA","www.edenexpress.co.za",30
"ZAF","ZA","www.noseweek.co.za",18
"BWA","BW","www.radiobotswana.gov.bw",6
"ZAF","ZA","www.cbn.co.za",12
"MDG","MG","www.lagazette-dgi.com",2
"ZAF","ZA","www.greytown.co.za",21
"ZAF","ZA","citizen.co.za",3
"ZAF","ZA","www.noseweek.co.za",2
"ZAF","ZA","www.citypress.co.za",24
"ZAF","ZA","www.tygerburger.co.za",3
"ZAF","ZA","www.grocotts.co.za",23
"ZAF","ZA","www.eikestadnuus.co.za",38
"MOZ","MZ","www.jornalnoticias.co.mz",2
"ZAF","ZA","www.observer.co.za",2
"ZAF","ZA","polokwaneexpress.co.za",20
"ZAF","ZA","www.kougaexpress.co.za",12
"ZAF","ZA","www.cxpress.co.za",30
"ZAF","ZA","www.ud-news.co.za",3
"ZAF","ZA","www.sake24.com",20
"ZAF","ZA","www.eikestadnuus.co.za",4
"ZAF","ZA","landbou.com",32
"ZAF","ZA","www.paarlpost.co.za",5
"ZAF","ZA","polokwaneexpress.co.za",20
"ZAF","ZA","www.kougaexpress.co.za",1
"TGO","TG","www.editogo.tg",1
"ZAF","ZA","www.southafrica.info",21
"MOZ","MZ","www.rm.co.mz",12
"CMR","CM","crtv.cm",272
"ZAF","ZA","ewn.co.za",23
"ZAF","ZA","www.pe-express.co.za",24
"ZAF","ZA","www.kwevoel.co.za",28
"TUN","TN","www.essahafa.info.tn",4
"ZAF","ZA","www.vaalweekblad.com",3
"ZAF","ZA","www.southafrica.info",40
"MOZ","MZ","www.rm.co.mz",47
"ZAF","ZA","ewn.co.za",375
"ZAF","ZA","www.pe-express.co.za",20
"ZAF","ZA","www.dieburger.com",1
"TUN","TN","www.essahafa.info.tn",54
"ZAF","ZA","www.sportelizabeth.co.za",15
"TUN","TN","www.gnet.tn",101
"ZAF","ZA","www.volksblad.com",23
"ZAF","ZA","www.hermanustimes.co.za",31
"GMB","GM","www.grts.gm",1
"ZAF","ZA","www.pmbfever.co.za",3
"MWI","MW","www.capitalradiomalawi.com",46
"ZAF","ZA","www.weslander.co.za",31
"ZAF","ZA","www.hermanustimes.co.za",21
"ZAF","ZA","www.sport24.co.za",37
"ZAF","ZA","www.702.co.za",43
"ZAF","ZA","www.beeld.com",19
"ZAF","ZA","www.sunshinecoastexpress.co.za",3
"ZAF","ZA","www.politicsweb.co.za",17
"ZAF","ZA","www.netwerk24.com",41
"ZAF","ZA","www.districtmail.com",4
"TUN","TN","www.lapresse.tn",14
"ZAF","ZA","www.witness.co.za",24
"ZAF","ZA","www.ilanganews.co.za",13
"ZAF","ZA","www.sport24.co.za",2
"ZAF","ZA","www.702.co.za",43
"ZAF","ZA","www.beeld.com",4
"ZAF","ZA","www.supersport.com",23
"ZAF","ZA","www.politicsweb.co.za",25
"TUN","TN","www.lapresse.tn",4
"ZAF","ZA","www.witness.co.za",28
"SWZ","SZ","www.times.co.sz",51
"ZAF","ZA","www.theannouncer.co.za",42
"ZAF","ZA","mthathaexpress.co.za",29
"ZAF","ZA","www.polity.org.za",24
"ZAF","ZA","www.eastlondonexpress.co.za",2
"ZAF","ZA","isoexpress.co.za",22
"ZAF","ZA","www.zoutnet.co.za",1
"ZAF","ZA","www.jbaynews.com",1
"ZAF","ZA","www.capetalk.co.za",27
"ZAF","ZA","www.theannouncer.co.za",4
"ZAF","ZA","www.gbn.co.za",22
"ZAF","ZA","www.potchefstroomherald.co.za",36
"ZAF","ZA","sedibengster.com",18
"ZAF","ZA","www.news24.com",11
"ZAF","ZA","www.jbaynews.com",13
"ZAF","ZA","www.carletonvilleherald.com",4
"ZAF","ZA","www.thebugle.co.za",46
"ZAF","ZA","www.gbn.co.za",40
"ZAF","ZA","www.rapport.co.za",18
"ZAF","ZA","sedibengster.com",4
"NAM","NA","www.nampa.org",6
"ZAF","ZA","www.newspapers.co.za",27
"ZAF","ZA","www.kbn.co.za",39
"ZAF","ZA","www.carletonvilleherald.com",17
"ZAF","ZA","www.georgeherald.com",44
"ZAF","ZA","www.rapport.co.za",22
"MAR","MA","albayane.press.ma",155
"ZAF","ZA","www.edenexpress.co.za",21
"DZA","DZ","www.elwassat.com",41
"ZAF","ZA","www.noseweek.co.za",41
"BWA","BW","www.radiobotswana.gov.bw",3
"ZAF","ZA","www.cbn.co.za",23
"MDG","MG","www.lagazette-dgi.com",1
"ZAF","ZA","www.greytown.co.za",5
"ZAF","ZA","citizen.co.za",16
"ZAF","ZA","www.noseweek.co.za",2
"ZAF","ZA","www.citypress.co.za",24
"ZAF","ZA","www.tygerburger.co.za",24
"ZAF","ZA","www.grocotts.co.za",3
"ZAF","ZA","www.eikestadnuus.co.za",49
"MOZ","MZ","www.jornalnoticias.co.mz",4
"ZMB","ZM","www.daily-mail.co.zm",1
"ZAF","ZA","www.observer.co.za",29
"ZAF","ZA","polokwaneexpress.co.za",20
"ZAF","ZA","www.cxpress.co.za",45
"ZAF","ZA","www.ud-news.co.za",49
"ZAF","ZA","www.sake24.com",5
"ZAF","ZA","www.eikestadnuus.co.za",24
"ZAF","ZA","landbou.com",12
"ZAF","ZA","www.paarlpost.co.za",38
"ZAF","ZA","polokwaneexpress.co.za",26
"ZAF","ZA","www.kougaexpress.co.za",21
"ZAF","ZA","www.cxpress.co.za",4
"TGO","TG","www.editogo.tg",23
"ZAF","ZA","www.sake24.com",4
"CMR","CM","crtv.cm",129
"ZAF","ZA","ewn.co.za",41
"ZAF","ZA","www.pe-express.co.za",3
"ZAF","ZA","www.kwevoel.co.za",21
"ZAF","ZA","www.vaalweekblad.com",34
"ZAF","ZA","www.southafrica.info",3
"MOZ","MZ","www.rm.co.mz",18
"ZAF","ZA","ewn.co.za",50
"ZAF","ZA","www.pe-express.co.za",33
"ZAF","ZA","www.dieburger.com",43
"TUN","TN","www.essahafa.info.tn",29
"ZAF","ZA","www.sportelizabeth.co.za",22
"ZAF","ZA","www.peoplespost.co.za",2
"TUN","TN","www.gnet.tn",97
"ZAF","ZA","www.volksblad.com",44
"ZAF","ZA","www.hermanustimes.co.za",27
"GMB","GM","www.grts.gm",5
"ZAF","ZA","www.pmbfever.co.za",37
"MWI","MW","www.capitalradiomalawi.com",86
"TUN","TN","www.gnet.tn",9
"ZAF","ZA","www.weslander.co.za",43
"ZAF","ZA","www.hermanustimes.co.za",5
"ZAF","ZA","www.beeld.com",19
"ZAF","ZA","www.sunshinecoastexpress.co.za",49
"ZAF","ZA","www.politicsweb.co.za",27
"ZAF","ZA","www.netwerk24.com",28
"ZAF","ZA","www.districtmail.com",12
"TUN","TN","www.lapresse.tn",66
"ZAF","ZA","www.weslander.co.za",58
"ZAF","ZA","www.ilanganews.co.za",27
"ZAF","ZA","www.sport24.co.za",19
"ZAF","ZA","www.702.co.za",24
"ZAF","ZA","www.beeld.com",33
"ZAF","ZA","www.supersport.com",6
"ZAF","ZA","www.politicsweb.co.za",172
"ZAF","ZA","www.netwerk24.com",2
"TUN","TN","www.lapresse.tn",15
"ZAF","ZA","www.witness.co.za",31
"ZAF","ZA","www.sportelizabeth.co.za",34
"SWZ","SZ","www.observer.org.sz",51
"ZAF","ZA","www.supersport.com",31
"ZAF","ZA","mthathaexpress.co.za",24
"ZAF","ZA","www.polity.org.za",4
"GHA","GH","www.ghana.gov.gh",204
"ZAF","ZA","www.eastlondonexpress.co.za",3
"ZAF","ZA","isoexpress.co.za",25
"ZAF","ZA","www.zoutnet.co.za",10
"ZAF","ZA","www.jbaynews.com",25
"ZAF","ZA","www.capetalk.co.za",32
"ZAF","ZA","www.theannouncer.co.za",41
"ZAF","ZA","www.gbn.co.za",17
"ZAF","ZA","www.potchefstroomherald.co.za",21
"ZAF","ZA","sedibengster.com",34
"ZAF","ZA","www.eastlondonexpress.co.za",82
"ZAF","ZA","www.news24.com",3
"KEN","KE","www.kbc.co.ke",74
"ZAF","ZA","www.jbaynews.com",16
"ZAF","ZA","www.carletonvilleherald.com",40
"ZAF","ZA","www.thebugle.co.za",1
"ZAF","ZA","www.gbn.co.za",43
"ZAF","ZA","www.potchefstroomherald.co.za",2
"ZAF","ZA","sedibengster.com",2
"NAM","NA","www.namibtimes.net",1
"ZAF","ZA","www.newspapers.co.za",5
"BWA","BW","www.echo.co.bw",7
"ZAF","ZA","www.kbn.co.za",17
"ZAF","ZA","www.carletonvilleherald.com",2
"ZAF","ZA","www.georgeherald.com",29
"ZAF","ZA","www.rapport.co.za",2
"MAR","MA","albayane.press.ma",149
"ZAF","ZA","www.edenexpress.co.za",19
"DZA","DZ","www.elwassat.com",68
"ZAF","ZA","www.noseweek.co.za",1
"ZAF","ZA","www.cbn.co.za",31
"ZAF","ZA","www.greytown.co.za",32
"ZAF","ZA","citizen.co.za",3
"ZAF","ZA","www.noseweek.co.za",23
"ZAF","ZA","www.citypress.co.za",298
"ZAF","ZA","www.tygerburger.co.za",3
"ZAF","ZA","www.grocotts.co.za",4
"ZAF","ZA","www.eikestadnuus.co.za",19
"ZMB","ZM","www.daily-mail.co.zm",1
"ZAF","ZA","www.observer.co.za",11
"ZAF","ZA","www.cxpress.co.za",43
"ZAF","ZA","www.ud-news.co.za",41
"ZAF","ZA","www.grocotts.co.za",13
"ZAF","ZA","www.sake24.com",27
"ZAF","ZA","www.eikestadnuus.co.za",5
"MOZ","MZ","www.jornalnoticias.co.mz",4
"ZAF","ZA","landbou.com",23
"ZAF","ZA","www.paarlpost.co.za",32
"ZAF","ZA","polokwaneexpress.co.za",28
"ZAF","ZA","www.cxpress.co.za",4
"TGO","TG","www.editogo.tg",34
"ZAF","ZA","www.sake24.com",23
"CMR","CM","crtv.cm",129
"ZAF","ZA","www.paarlpost.co.za",33
"ZAF","ZA","www.kwevoel.co.za",6
"TGO","TG","www.editogo.tg",24
"ZAF","ZA","www.vaalweekblad.com",33
"ZAF","ZA","www.southafrica.info",32
"MOZ","MZ","www.rm.co.mz",329
"AGO","AO","www.portalangop.co.ao",2
"ZAF","ZA","ewn.co.za",27
"ZAF","ZA","www.pe-express.co.za",19
"ZAF","ZA","www.dieburger.com",3
"TUN","TN","www.essahafa.info.tn",30
"ZAF","ZA","www.sportelizabeth.co.za",162
"ZAF","ZA","www.peoplespost.co.za",6
"ZAF","ZA","www.pmbfever.co.za",43
"TUN","TN","www.gnet.tn",29
"ZAF","ZA","www.volksblad.com",2
"ZAF","ZA","www.hermanustimes.co.za",19
"MOZ","MZ","www.tvm.co.mz",36
"ZAF","ZA","www.sunshinecoastexpress.co.za",27
"ZAF","ZA","www.pmbfever.co.za",25
"ZAF","ZA","www.netwerk24.com",43
"ZAF","ZA","www.districtmail.com",31
"ZAF","ZA","www.weslander.co.za",28
"ZAF","ZA","www.ilanganews.co.za",27
"ZAF","ZA","www.sport24.co.za",23
"ZAF","ZA","www.702.co.za",34
"ZAF","ZA","www.beeld.com",30
"ZAF","ZA","www.sunshinecoastexpress.co.za",48
"ZAF","ZA","www.politicsweb.co.za",21
"ZAF","ZA","www.netwerk24.com",19
"TUN","TN","www.lapresse.tn",29
"ZAF","ZA","www.witness.co.za",23
"ZAF","ZA","www.sportelizabeth.co.za",12
"MAR","MA","www.leseco.ma",150
"ZAF","ZA","www.supersport.com",40
"ZAF","ZA","mthathaexpress.co.za",30
"ZAF","ZA","www.polity.org.za",28
"GHA","GH","www.ghana.gov.gh",205
"ZAF","ZA","www.eastlondonexpress.co.za",23
"ZAF","ZA","isoexpress.co.za",24
"ZAF","ZA","www.zoutnet.co.za",36
"ZAF","ZA","www.capetalk.co.za",215
"ZAF","ZA","www.theannouncer.co.za",37
"ZAF","ZA","www.potchefstroomherald.co.za",24
"ZAF","ZA","www.eastlondonexpress.co.za",42
"ZAF","ZA","www.news24.com",31
"ZAF","ZA","www.jbaynews.com",17
"ZAF","ZA","www.capetalk.co.za",70
"ZAF","ZA","www.thebugle.co.za",1
"ZAF","ZA","www.gbn.co.za",20
"ZAF","ZA","www.potchefstroomherald.co.za",40
"ZAF","ZA","sedibengster.com",24
"RWA","RW","www.rba.co.rw",12
"NAM","NA","www.namibtimes.net",2
"ZAF","ZA","www.newspapers.co.za",13
"BWA","BW","www.echo.co.bw",6
"ZAF","ZA","www.kbn.co.za",36
"ZAF","ZA","www.carletonvilleherald.com",17
"ZAF","ZA","www.georgeherald.com",21
"ZAF","ZA","www.rapport.co.za",49
"MAR","MA","albayane.press.ma",123
"ZAF","ZA","www.edenexpress.co.za",25
"ZAF","ZA","www.newspapers.co.za",59
"ZAF","ZA","www.cbn.co.za",17
"ZAF","ZA","www.greytown.co.za",41
"DZA","DZ","www.entv.dz",39
"ZAF","ZA","citizen.co.za",6
"ZAF","ZA","www.noseweek.co.za",43
"ZAF","ZA","www.citypress.co.za",1
"ZAF","ZA","www.tygerburger.co.za",20
"ZAF","ZA","www.grocotts.co.za",22
"ZMB","ZM","www.daily-mail.co.zm",7
"ZAF","ZA","www.observer.co.za",2
"ZAF","ZA","www.citypress.co.za",23
"ZAF","ZA","www.ud-news.co.za",29
"ZAF","ZA","www.grocotts.co.za",23
"ZAF","ZA","www.eikestadnuus.co.za",1
"MOZ","MZ","www.jornalnoticias.co.mz",38
"ZAF","ZA","landbou.com",19
"ZAF","ZA","www.paarlpost.co.za",23
"ZAF","ZA","polokwaneexpress.co.za",4
"ETH","ET","www.ena.gov.et",2
"ZAF","ZA","www.cxpress.co.za",39
"TGO","TG","www.editogo.tg",2
"ZAF","ZA","www.sake24.com",22
"CMR","CM","crtv.cm",13
"ZAF","ZA","landbou.com",22
"ZAF","ZA","www.paarlpost.co.za",23
"ZAF","ZA","www.kwevoel.co.za",2
"TGO","TG","www.editogo.tg",1
"ZAF","ZA","www.vaalweekblad.com",5
"ZAF","ZA","www.southafrica.info",18
"MOZ","MZ","www.rm.co.mz",85
"AGO","AO","www.portalangop.co.ao",363
"ZAF","ZA","ewn.co.za",42
"ZAF","ZA","www.pe-express.co.za",23
"ZAF","ZA","www.kwevoel.co.za",27
"ZAF","ZA","www.dieburger.com",26
"TUN","TN","www.essahafa.info.tn",15
"ZAF","ZA","www.vaalweekblad.com",47
"ZAF","ZA","www.peoplespost.co.za",24
"TUN","TN","www.gnet.tn",28
"ZAF","ZA","www.sportelizabeth.co.za",22
"ZAF","ZA","www.peoplespost.co.za",11
"TUN","TN","www.gnet.tn",27
"ZAF","ZA","www.volksblad.com",176
"ZAF","ZA","www.hermanustimes.co.za",32
"MOZ","MZ","www.tvm.co.mz",1
"ZAF","ZA","www.pmbfever.co.za",33
"ZAF","ZA","www.netwerk24.com",41
"ZAF","ZA","www.districtmail.com",29
"ZAF","ZA","www.weslander.co.za",22
"ZAF","ZA","www.ilanganews.co.za",41
"ZAF","ZA","www.sport24.co.za",18
"ZAF","ZA","www.702.co.za",42
"ZAF","ZA","www.beeld.com",31
"ZAF","ZA","www.sunshinecoastexpress.co.za",1
"ZAF","ZA","www.politicsweb.co.za",17
"ZAF","ZA","www.netwerk24.com",2
"TUN","TN","www.lapresse.tn",30
"ZAF","ZA","www.witness.co.za",45
"ZAF","ZA","www.sportelizabeth.co.za",44
"MAR","MA","www.leseco.ma",167
"ZAF","ZA","www.supersport.com",23
"ZAF","ZA","www.polity.org.za",36
"GHA","GH","www.ghana.gov.gh",205
"MWI","MW","www.manaonline.gov.mw",65
"ZAF","ZA","isoexpress.co.za",22
"ZAF","ZA","www.zoutnet.co.za",21
"ZAF","ZA","www.capetalk.co.za",23
"BDI","BI","www.netpress.bi",22
"ZAF","ZA","www.theannouncer.co.za",27
"ZAF","ZA","www.polity.org.za",21
"ZAF","ZA","www.eastlondonexpress.co.za",32
"ZAF","ZA","www.news24.com",21
"ZAF","ZA","www.jbaynews.com",3
"ZAF","ZA","www.capetalk.co.za",56
"ZAF","ZA","www.thebugle.co.za",18
"ZAF","ZA","www.gbn.co.za",19
"ZAF","ZA","www.potchefstroomherald.co.za",24
"ZAF","ZA","sedibengster.com",34
"ZAF","ZA","www.newspapers.co.za",4
"KEN","KE","www.kbc.co.ke",18
"BWA","BW","www.dailynews.gov.bw",981
"ZAF","ZA","www.kbn.co.za",23
"ZAF","ZA","www.carletonvilleherald.com",21
"ZAF","ZA","www.georgeherald.com",22
"ZAF","ZA","www.rapport.co.za",19
"MAR","MA","albayane.press.ma",152
"ZAF","ZA","www.edenexpress.co.za",3
"SYC","SC","www.sbc.sc",5
"ZAF","ZA","www.newspapers.co.za",17
"ZAF","ZA","www.cbn.co.za",5
"ZAF","ZA","www.greytown.co.za",70
"MAR","MA","bayanealyaoume.press.ma",155
"ZAF","ZA","www.edenexpress.co.za",5
"DZA","DZ","www.entv.dz",80
"ZAF","ZA","citizen.co.za",3
"ZAF","ZA","www.noseweek.co.za",22
"ZAF","ZA","www.citypress.co.za",21
"ZAF","ZA","www.tygerburger.co.za",23
"ZAF","ZA","www.greytown.co.za",11
"ZAF","ZA","citizen.co.za",22
"ZAF","ZA","www.observer.co.za",25
"ZAF","ZA","www.citypress.co.za",1
"ZAF","ZA","www.ud-news.co.za",20
"ZAF","ZA","www.grocotts.co.za",37
"ZAF","ZA","www.eikestadnuus.co.za",33
"MOZ","MZ","www.jornalnoticias.co.mz",38
"ZAF","ZA","landbou.com",3
"ZAF","ZA","www.observer.co.za",2
"ZAF","ZA","polokwaneexpress.co.za",19
"ZAF","ZA","www.kougaexpress.co.za",34
"ETH","ET","www.ena.gov.et",4
"ZAF","ZA","www.cxpress.co.za",23
"ZAF","ZA","www.sake24.com",32
"CMR","CM","crtv.cm",2
"ZAF","ZA","landbou.com",3
"ZAF","ZA","www.paarlpost.co.za",41
"ZAF","ZA","www.kwevoel.co.za",31
"TGO","TG","www.editogo.tg",23
"ZAF","ZA","www.vaalweekblad.com",42
"ZAF","ZA","www.southafrica.info",25
"MOZ","MZ","www.rm.co.mz",78
"AGO","AO","www.portalangop.co.ao",362
"ZAF","ZA","ewn.co.za",47
"ZAF","ZA","www.pe-express.co.za",19
"ZAF","ZA","www.kwevoel.co.za",24
"ZAF","ZA","www.dieburger.com",24
"TUN","TN","www.essahafa.info.tn",1
"ZAF","ZA","www.vaalweekblad.com",38
"ZAF","ZA","www.peoplespost.co.za",5
"ZAF","ZA","www.dieburger.com",31
"TUN","TN","www.gnet.tn",28
"ZAF","ZA","www.sportelizabeth.co.za",1
"ZAF","ZA","www.peoplespost.co.za",19
"TUN","TN","www.gnet.tn",15
"ZMB","ZM","www.talk90point5.co.zm",2
"ZAF","ZA","www.volksblad.com",23
"ZAF","ZA","www.hermanustimes.co.za",3
"ZAF","ZA","www.pmbfever.co.za",24
"ZAF","ZA","www.districtmail.com",11
"ZAF","ZA","www.weslander.co.za",5
"ZAF","ZA","www.ilanganews.co.za",36
"ZAF","ZA","www.sport24.co.za",23
"ZAF","ZA","www.702.co.za",59
"ZAF","ZA","www.beeld.com",24
"ZAF","ZA","www.sunshinecoastexpress.co.za",19
"ZAF","ZA","www.politicsweb.co.za",25
"ZAF","ZA","www.netwerk24.com",18
"TUN","TN","www.lapresse.tn",15
"ZAF","ZA","www.witness.co.za",20
"ZAF","ZA","www.ilanganews.co.za",23
"ZAF","ZA","www.sportelizabeth.co.za",2
"MAR","MA","www.leseco.ma",154
"ZAF","ZA","www.supersport.com",12
"ZAF","ZA","www.polity.org.za",63
"MWI","MW","www.manaonline.gov.mw",93
"ZAF","ZA","isoexpress.co.za",2
"ZAF","ZA","www.zoutnet.co.za",13
"ZAF","ZA","www.capetalk.co.za",45
"BDI","BI","www.netpress.bi",1
"ZAF","ZA","www.theannouncer.co.za",19
"ZAF","ZA","mthathaexpress.co.za",4
"ZAF","ZA","www.polity.org.za",40
"ZAF","ZA","www.eastlondonexpress.co.za",3
"ZAF","ZA","isoexpress.co.za",6
"ZAF","ZA","www.zoutnet.co.za",21
"ZAF","ZA","www.news24.com",18
"ZAF","ZA","www.capetalk.co.za",39
"ZAF","ZA","www.thebugle.co.za",17
"ZAF","ZA","www.gbn.co.za",18
"ZAF","ZA","www.potchefstroomherald.co.za",19
"ZAF","ZA","sedibengster.com",32
"ZAF","ZA","www.news24.com",50
"KEN","KE","www.kbc.co.ke",4
"BWA","BW","www.dailynews.gov.bw",20
"ZAF","ZA","www.kbn.co.za",2
"ZAF","ZA","www.carletonvilleherald.com",5
"ZAF","ZA","www.georgeherald.com",25
"ZAF","ZA","www.rapport.co.za",23
"LSO","LS","www.lena.gov.ls",58
"ZAF","ZA","www.edenexpress.co.za",20
"SYC","SC","www.sbc.sc",8
"ZAF","ZA","www.newspapers.co.za",2
"ZAF","ZA","www.kbn.co.za",15
"ZAF","ZA","www.cbn.co.za",1
"ZAF","ZA","www.greytown.co.za",21
